"idJeu","libelleJeu","auteurJeu","nbMinJoueurJeu","nbMaxJoueurJeu","noticeJeu","idEditeur","idTypeJeu","agemini","prototype","duree","theme","description","imageJeu","videoRegle"
"684","Rythme and Boulet Replay (LSF)",,"4","12","http://www.cocktailgames.com/wp-content/uploads/2019/08/Rythme_and_Boulet_LSF_regles_0819_BD.pdf","128","2","10","0","15",,,,
"685","Papillon",,"2","4",,"153","1","14","0","45",,,,
"686","Color Addict Fruity",,"2","6","http://videoregles.net/videoregle/color-addict","197","1","7","0","15",,,,
"687","Troyes Dice",,"1","10","https://pearlgames.be/wp-content/uploads/2020/08/Troyes-Dice-Rules-FR_03_08_20_LD.pdf","158","1","12","0","30",,,,
"688","À la conquête des catacombes",,"2","4","https://cdn.1j1ju.com/medias/ba/d9/54-a-la-conquete-des-catacombes-regle.pdf","177","6","14","0","30",,,,
"695","Vabanque",,"3","6","https://www.igiari.com/Vabanque_regles.pdf","131","1","14","0","45",,,,
"696","Dragomino","Wilfried Fort, Bruno Cathala, Marie Fort","2","4","https://blueorangegames.eu/wp-content/uploads/2020/04/Dragomino-Rules-FR.pdf?x34348&x75567","104","4","5","0","15","Fantastique","Dragomino est une version enfant de Kingdomino à jouer à partir de 5 ans, dans laquelle vous retrouverez les sensations de Kingdomino!","https://cdn1.philibertnet.com/558199-large_default/dragomino.jpg","https://www.youtube.com/watch?v=zKvyaUgMsnw"
"697","Magic Rabbit",,"1","4","http://www.ludigaume.be/v4/php/lg_visit_us.php?id=1861","151","2","8","0","3",,,,
"698","Trek 12",,"1","50","https://www.youtube.com/watch?v=B-X0Vq8MZE4&feature=emb_rel_pause","151","1","8","0","30",,,,
"699","Mosquito Show",,"2","2","https://cdn.1j1ju.com/medias/f8/be/89-mosquito-show-regle.pdf","132","1","8","0","10",,,,
"700","OK Cinq",,"2","4","https://cdn.1j1ju.com/medias/6c/16/2f-cinco-linko-regle.pdf","241","1","6","0","15",,,,
"701","Skyjo",,"2","8","http://regle.jeuxsoc.fr/s/skyjo_rg.pdf","240","1","8","0","30",,,,
"703","Mystic Vale",,"2","4","https://www.atalia-jeux.com/index.php?controller=attachment&id_attachment=203","225","3","12","0","60",,,,
"704","Roméo et Juliette",,"2","2","https://www.atalia-jeux.com/index.php?controller=attachment&id_attachment=201","225","1","12","0","30",,,,
"705","12 Gangster",,"3","6","https://blueorangegames.eu/wp-content/uploads/2020/05/12Gangsters-Rules-FR.pdf","104","1","8","0","20",,,,
"706","Cupcake Academy",,"2","4","http://blueorangegames.eu/wp-content/uploads/2020/04/CupcakeAcademy-Rules-FR.pdf","104","1","8","0","10",,,,
"707","L'auberge des Pirates",,"2","8",,"155","1","7","0","15",,,,
"708","Cryptide",,"3","5",,"155","1","10","0","45",,,,
"709","Splaf!",,"2","8","https://www.renegade-france.fr/download/1725/","168","1","7","0","10",,,,
"710","Onitama",,"2","2","https://www.igiari.com/Onitama_regles.pdf","131","1","14","0","15",,,,
"711","Mini Rogue","Gabriel Gendron, Paolo Di Stefano","1","2","https://www.nutspublishing.com/eshop/doc/minirogue/Mini-Rogue-EN-Base-Game-Rules.pdf","177","6","14","0","30","Médiéval, Fantastique","Mini Rogue est un jeu de cartes minimaliste dans lequel vous explorez un donjon dans le but de récupérer le rubis de Og. Affrontez des monstres et des pièges et tentez survivre en accumulant de l’expérience et des ressources.","https://cdn3.philibertnet.com/511336-large_default/mini-rogue.jpg","https://videoregles.net/videoregle/mini-rogue"
"712","300 : la Terre et l'Eau",,"2","2","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5114","177","1","14","0","45",,,,
"713","7 Wonders Architect","Antoine Bauza","2","7","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5436","162","1","8","0","30","Médiéval, Antiquité","7 Wonders Architects est un nouveau jeu dans le monde de 7 Wonders. Conçu pour une expérience de jeu fluide et immersive, Architects propose une mécanique légèrement simplifiée, mais qui conserve la profondeur stratégique pour laquelle la marque 7 Wonders est si bien connue.","https://cdn3.philibertnet.com/515898-large_default/7-wonders-architects.jpg","https://www.youtube.com/watch?v=mAarfGSFdNw"
"714","So Clover!",,"3","6","https://cdn.svc.asmodee.net/production-rprod/storage/downloads/games/so-clover/sc-fr01-rules-1619776155TF8pY.pdf","162","1","10","0","30",,,,
"715","Mascarade",,"2","13","https://cdn.svc.asmodee.net/production-rprod/storage/downloads/games/mascarade/mascarade-rules-fr-16067454643CCTE.pdf","162","1","10","0","30",,,,
"716","Arcimboldo",,"3","6","https://blackrockgames.fr/jeux/1384","109","1","7","0","30",,,,
"717","Pas vu, pas pris !","Phil Vizcarro, Amine Rahmani","2","4","https://www.letheia-games.com/_files/ugd/721fc2_630afabefdfb471ea899b42a3f45905b.pdf","150","1","8","0","30","Fantôme","Incarnez une bande de fantômes espiègles et tentez de vous sauver d’un hôtel... sans être vus par les humains qui vous lorgnent par le trou de la serrure !","https://www.espritjeu.com/upload/image/pas-vu--pas-pri---p-image-77974-grande.jpg","https://www.letheia-games.com/pas-vu-pas-pris"
"718","Ricochet",,"1","10","https://www.flipflapeditions.fr/wp-content/uploads/2020/07/Ricochet-regles-web.pdf","110","1","14","0","30",,,,
"719","Living Forest",,"2","4","https://www.data.ludonaute.fr/Living_Forest/RULES/FR_LivingForest_Rules.pdf","111","6","8","0","60",,,,
"721","Zéro à 100",,"2","10",,"129","1","12","0","30",,,,
"722","Micro Macro : Crime City (bache)",,"1","4","https://www.micromacro-game.com/fr/","118","1","10","0","30",,,,
"723","Le Jeu du Doigt",,"2","5","https://lumberjacks-studio.com/fr/project/le-jeu-du-doigt/","151","2","8","0","10",,,,
"724","Scène de crime",,"1","6",,"186","6","18","0","120",,,,
"725","Les Aventures de Robin des Bois",,"2","4","https://iello.fr/regles/Les-aventures-de-Robin-des-Bois_Rulebook.pdf","146","3","10","0","60",,,,
"726","Unmatched",,"2","4","http://iello.fr/regles/Unmatched-BoL-1_Rulebook_FR_Light.pdf","146","3","9","0","30",,,,
"727","Get on board: New York & London",,"2","5","https://iello.fr/regles/GOB_London-NewYork_Rulebook_FR_Light.pdf","146","1","8","0","30",,,,
"728","Gobbit",,"2","8","http://oldchap.games/wp-content/uploads/2018/01/Gobbit_fr.pdf","117","1","7","0","15",,,,
"729","Gasha",,"2","6","http://bankiiiz.com/Gasha/GashaRules_FR.pdf","109","1","7","0","20",,,,
"730","Animètre",,"2","5","https://lifestyle-boardgames.fr/games/animetre/","207","2","5","0","15",,,,
"731","Les Gardiens de Havresac",,"1","4","http://www.catchupgames.com/media/havresac/havresac_regles_fr.pdf","130","6","10","0","30",,,,
"732","The Loop",,"1","4","http://www.catchupgames.com/media/theloop/theloop_regles.pdf","130","6","12","0","60",,,,
"733","Dexterity Jane",,"2","6","https://www.atalia-jeux.com/jeux-d-ambiance/616-dexterity-jane-0650414927709.html","174","2","8","0","20",,,,
"734","Le Petit Fantôme",,"2","4","https://www.atalia-jeux.com/jeux-de-decouverte/619-le-petit-fant%C3%B4me-4260071882387.html","252","4","5","0","15",,,,
"736","Conquêtes",,"2","4","https://www.atalia-jeux.com/index.php?controller=attachment&id_attachment=271","102","1","8","0","30",,,,
"737","Oucédonc",,"2","6","https://www.atalia-jeux.com/jeux-de-strategie-accessibles/599-oucedonc-en-france-4260071882370.html","252","1","10","0","35",,,,
"738","Gutenberg",,"1","4","https://www.atalia-jeux.com/jeux-de-strategie-confirmes/641-gutenberg-5900221493931.html","253","3","10","0","120",,,,
"739","Happy City",,"2","5","https://www.cocktailgames.com/wp-content/uploads/2020/10/Happy_City_regles_0420_BD.pdf","128","1","10","0","30",,,,
"740","Twin-It Japan",,"2","6","https://www.cocktailgames.com/wp-content/uploads/2020/08/Re%CC%80gles_Twin_It_0620_japan_BD-1.pdf","128","1","6","0","15",,,,
"741","Shabada",,"4","50","https://www.cocktailgames.com/wp-content/uploads/2021/09/Re%CC%80gles_Shabada_0321_v3.pdf","128","1","14","0","15",,,,
"742","Sushi Go Party","Phil Walker-Harding","2","8","https://www.cocktailgames.com/wp-content/uploads/2022/01/Sushi_go_party_regles.pdf","128","1","8","0","30","Asie, Alimentation","Bienvenue à Sushi go party ! Vous allez diner à la carte au milieu d’un tourbillon de sushis ! Avant de manger, vous devez choisir votre menu à partir d’une grande variété d’options délicieuses. Ensuite, lors de 3 tours de jeu, essayez de marquer plus de points que vos adversaires en prenant les meilleures combinaisons de cartes avant qu’elles vous passent sous le nez ! Qui obtiendra les meilleures combinaisons de cartes devant soi ? Régalez-vous jusqu’à 8 joueurs et jouez tous en même temps : choisissez vos cartes une par une, parmi celles entre vos mains, puis passez le reste à votre voisin de gauche…","https://cdn2.philibertnet.com/534277-large_default/sushi-go-party.jpg","https://www.youtube.com/watch?v=TVI2Z8HHzAY"
"743","Enigmes Junior - Les animaux",,"2","4","https://www.bioviva.com/fr/index.php?controller=attachment&id_attachment=268","126","1","5","0","15",,,,
"744","Enigmes Junior - La nature",,"2","4","https://www.bioviva.com/fr/index.php?controller=attachment&id_attachment=269","126","1","5","0","15",,,,
"745","Bioviva Planète - Mers et Océans",,"2","4","https://www.didacto.com/index.php?controller=attachment&id_attachment=2859","126","1","8","0","30","Océan, nature","Avec Bioviva Planète - Mers et Océans, partez à la découverte des quatre coins du globe et partagez vos émotions sans modération ! Observation, intuition et stratégie sont au rendez-vous !","https://cdn2.philibertnet.com/502196-thickbox_default/bioviva-planete-mers-et-oceans.jpg","https://www.youtube.com/watch?v=w9Mzil5M6U4&t=2s"
"746","Bioviva Planète - Jungles et Forêts",,"2","4","https://www.youtube.com/watch?v=w9Mzil5M6U4&t=2s","126","1","8","0","30",,,,
"747","Captains' War",,"1","6",,"200","1","12","0","30",,,,
"748","Ginkgopolis",,"1","5","https://www.youtube.com/watch?v=isYZ7Ynup_I","122","1","10","0","60",,,,
"749","Spy Connection",,"2","4","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5117","122","1","8","0","30",,,,
"750","Welcome to the Moon",,"1","6","https://bluecocker.com/wp-content/uploads/2021/10/Regles_FR.pdf","107","1","10","0","25",,,,
"751","Kluster","Paula Henning, Robert Henning","1","4","https://cdn.shopify.com/s/files/1/0566/3821/0205/files/Kluster-rules-A4-12_compressed.pdf?v=1636361905","244","1","14","0","30","Abstrait","Kluster est un jeu d'adresse dans lequel les joueurs s'affrontent autour d'une zone délimitée. Le premier qui parvient à poser tous ses aimants remporte le duel.","https://cdn2.philibertnet.com/458291-large_default/kluster.jpg","https://www.youtube.com/watch?v=mjHVCnFdZ7E"
"752","Dig Your Way Out","David Simide","2","6","https://cdn.shopify.com/s/files/1/0566/3821/0205/files/DYWO_RULEBOOK_FR-min.pdf?v=1638872261","244","6","14","0","60","Evasion, Prison","Dig your way Out est un jeu de société se déroulant dans une prison d'où il faut s'évader avant les autres. Fabriquez des outils avec des objets de récupération, achetez les avec des cigarettes ou rackettez ceux des autres joueurs.","https://cdn2.philibertnet.com/470892-thickbox_default/dig-your-way-out.jpg","https://www.youtube.com/watch?v=4B9Q0LldI5A"
"753","Cosmic Race",,"1","4","https://loki-kids.com/telechargements/CosmicRace_rulebook.pdf","228","1","6","0","25",,,,
"754","Détective Charlie",,"1","5","https://loki-kids.com/telechargements/DetectiveCharlie_rulebook.pdf","228","1","7","0","30",,,,
"755","Last Message",,"3","8","http://iello.fr/regles/Last-Message_Rulebook.pdf","146","1","8","0","15",,,,
"756","Visite Royale",,"2","2","http://iello.fr/regles/Visite-Royale_Rulebook_FR_Light.pdf","146","1","8","0","20",,,,
"757","Tussie Mussie",,"2","4","https://boardgamegeek.com/file/download_redirect/204756014deeee8fefcc1753fdfcd15873609b1dd84b3623/FrenchRules-2.pdf","146","1","8","0","30",,,,
"758","Spicy",,"2","6","http://iello.fr/regles/Spicy_Rulebook.pdf","146","1","10","0","15",,,,
"759","Troyes Dice",,"1","10","https://pearlgames.be/wp-content/uploads/2020/08/Troyes-Dice-Rules-FR_03_08_20_LD.pdf","158","1","12","0","30",,,,
"760","Cartzzle",,"1","1",,"116","1","8","0","30",,,,
"761","La Marche du Crabe","Julien Prothière","2","2","https://www.jeux-opla.fr/wp-content/uploads/OPLA-CRABE-Livret-PAI.pdf","116","1","8","0","15","Animaux, Océan","La Marche du Crabe est un jeu de déduction coopérative hyper immersif et malin. Incarnez deux crabes super-copains qui ont pour mission de libérer 8 de leurs amis du joug des tourteaux.","https://cdn2.philibertnet.com/476222-large_default/la-marche-du-crabe.jpg","https://www.youtube.com/watch?v=yisdcnYGndo&t=5s"
"762","Gorinto",,"1","4","http://www.supermeeple.com/wp-content/uploads/2015/02/GOR_rules_FR_compressed.pdf","136","1","13","0","60",,,,
"763","Fire & Stone",,"2","4","https://www.youtube.com/watch?v=JRRvtJLIKuQ","136","6","10","0","60",,,,
"764","Savannah Park",,"1","4",,"136","1","8","0","60",,,,
"765","Ratapolis",,"2","6",,"200","1","10","0","45",,,,
"766","Chop ! Chop !",,"2","5","https://bit.ly/chopchop_Djeco","133","1","6","0","30",,,,
"767","Little Cooperation","Djeco","2","4","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=3598","133","4","2","0","10","Animaux, Nature","Ce jeu de coopération apprend aux plus petits à jouer et à gagner ensemble, les uns avec les autres.","https://www.ludifolie.com/13347-large_default/little-cooperation.jpg","https://www.youtube.com/watch?v=6qrZ8znBZUc"
"768","Dictopia","Jérémy Partinico","1","7","https://subverti.com/assets/dl/dictopia/Dictopia-rules-3.9.pdf","215","1","10","0","15","Mot avec objectif(s)","Dictopia est un jeu de lettres surprenant, rapide et tactique dans un univers dystopique. Une immersion dans un univers orwellien, une dystopie où les lettres elles-mêmes sont contrôlées.","https://subverti.com/assets/img/games/dict/dict01-dictx1-box.png?v=1679083296","https://www.youtube.com/watch?v=j5BuWcXDcn4"
"769","Moustache Gracias",,"3","4","https://jeux-ducale.fr/wp-content/uploads/2022/03/Cartes-a-jouer-Ducale-regle-jeu-Moustache.pdf","197","1","10","0","20",,,,
"770","Tribal",,"2","4","https://jeux-ducale.fr/wp-content/uploads/2022/03/Cartes-a-jouer-regle-jeu-Tribal.pdf","197","1","10","0","30",,,,
"771","Jacques et le Haricot Magique",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/jacques-et-le-haricot-magique","164","1","4","0","60",,,,
"772","Le Festin des Chenilles",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/le-festin-des-chenilles","164","4","5","0","10",,,,
"773","Monstres sous le Lit","Raf Peeters","1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/monstres-sous-le-lit","164","4","6","0","5","Fantastique","Monstres sous le lit est en jeu proposant 60 défis du plus simple au plus difficile dans un format idéal pour les voyages.","https://cdn1.philibertnet.com/532822-large_default/monstres-sous-le-lit.jpg","https://www.youtube.com/watch?v=QTnyd--dOCo"
"774","Les Pingouins Plongeurs","Raf Peeters","1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/les-pingouins-plongeurs","164","4","6","0","5","Banquise","Les Pingouins Plongeurs est un jeu de réflexion proposant 60 défis évolutifs. Le but du jeu consiste à réussir à placer les quatre morceaux de banquise autour d’eux.","https://cdn2.philibertnet.com/501395-large_default/les-pingouins-plongeurs.jpg","https://www.youtube.com/watch?v=ExJBu01DLtk"
"775","Pirates en Vue !",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/pirates-en-vue","164","4","7","0","5","Pirates","Pirates en vue est un jeu de réflexion pour 1 joueur qui contient 80 défis allant du plus simple au plus difficile répartis dans 4 modes de jeu.","https://cdn1.philibertnet.com/500972-large_default/pirates-en-vue-.jpg","https://www.youtube.com/watch?v=NpkbxRicDMM"
"776","Pagodes edition du Dragon",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/pagodes-%C3%A9dition-du-dragon","164","4","7","0","5",,,,
"777","Les Chiens s'en Mêlent",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/les-chiens-sen-m%C3%AAlent","164","4","7","0","5",,,,
"778","Jumping la Compétition","Raf Peeters","1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/jumping-la-comp%C3%A9tition","164","4","7","0","5","Animaux","Jumping - La Compétition est un jeu solo de casse-tête où vous devrez relever 80 défis à difficulté croissante.","https://cdn1.philibertnet.com/536314-large_default/jumping-la-competition.jpg","https://www.youtube.com/watch?app=desktop&v=MTV1UYkV2Hg"
"779","Gemmes-O-Logique",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/gemmes-o-logique","164","4","10","0","5",,,,
"780","Les Dragons 100 Flammes",,"2","2","https://www.smartgames.eu/fr/jeux-pour-1-joueur/les-dragons-100-flammes","164","4","7","0","5",,,,
"781","Cube Duel",,"1","2","https://www.smartgames.eu/fr/jeux-famille/cube-duel","164","4","10","0","5",,,,
"782","Surprises dans le Potager",,"2","4","https://www.smartgames.eu/fr/jeux-pour-1-joueur/surprises-dans-le-potager","164","4","4","0","10",,,,
"783","IQ Stars","Raf Peeters","1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/iq-stars","164","4","6","0","20","Abstrait","Un jeu de logique et de réflexion abstrait avec 120 défis à réaliser seul et qui s'emporter partout.","https://cdn2.philibertnet.com/501633-large_default/iq-stars.jpg","https://www.youtube.com/watch?v=ntgsaxDhDdY"
"784","IQ Digits",,"1","1","https://www.smartgames.eu/fr/jeux-pour-1-joueur/iq-digits","164","4","7","0","5",,,,
"785","Mes amis sont...",,"3","11","https://ledroitdeperdre.com/index.php?controller=attachment&id_attachment=38","119","1","16","0","30",,,,
"786","Next Station: London","Matthew Dunstan","1","4","https://blueorangegames.eu/wp-content/uploads/2021/12/NextStationLondon-Rules-FR.pdf","104","1","8","0","30","Transports","Next Station London est un jeu de flip'n'write où vous devez tracer le nouveau plan du métro de Londres. Pour devenir le meilleur maître d'oeuvre de la capitale anglaise, veuillez à bien respecter le cahier des charges de la ville.","https://cdn2.philibertnet.com/532977-large_default/next-station-london.jpg","https://www.youtube.com/watch?v=ksiiQEbZVTU&t=1s"
"787","Lost Seas",,"2","4","https://youtu.be/mmBzyS2zfdc","104","1","7","0","20",,,,
"788","Kingdomino Origins",,"2","4","https://blueorangegames.eu/wp-content/uploads/2021/06/KingdominoOrigins-Rules-FR.pdf","104","1","8","0","30",,,,
"789","Bubble Stories",,"1","2","https://blueorangegames.eu/wp-content/uploads/2021/08/BubbleStories-Rules-FR.pdf","104","1","4","0","10",,,,
"790","Heredity","Jerome Cance, Laurent Kobel","1","4","https://tts.hereditygame.com/pdf/rules-FR.pdf","254","1","14","1","180","univers Post Apocalyptique","Heredity est un jeu coopératif et narratif de 1 à 4 joueurs où vous incarnez le destin d'une famille dans un univers Post Apocalyptique. Votre aventure se déroule sur 5 chapitres qui forment une campagne.","https://forum.cwowd.com/uploads/default/optimized/3X/2/a/2a263e6f2895ffaaad7322617fcb525cf0201b45_2_500x500.jpeg","https://www.youtube.com/watch?v=EfCG1WW7Ar8"
"791","Crying Sun",,"0","0",,"255","1","0","1","0",,,,
"792","Cartaventura",,"1","6",,"135","1","10","0","60",,,,
"793","Magic Hat",,"2","4","https://www.djeco.com/data/rules/DJ08536_FR.pdf","133","4","6","0","0",,,,
"794","Around the world",,"2","4","https://www.djeco.com/data/rules/DJ08598_FR.pdf","133","4","5","0","15",,,,
"795","Speed Letters",,"2","5","https://ledroitdeperdre.com/index.php?controller=attachment&id_attachment=33","119","1","7","0","30",,,,
"796","Shit Happens",,"2","8","https://cdn.jeux-goliath.com/wp-content/uploads/2018/03/871180876524-SHIT-HAPPENS-IM-FR.pdf","144","2","18","0","30",,,,
"797","Shit Happens: Galères en Famille",,"2","8","https://cdn.jeux-goliath.com/wp-content/uploads/2018/03/871180876524-SHIT-HAPPENS-IM-FR.pdf","144","2","13","0","30",,,,
"798","Shit Happens: Dead Like Shit",,"2","8","https://cdn.jeux-goliath.com/wp-content/uploads/2018/03/871180876524-SHIT-HAPPENS-IM-FR.pdf","144","2","18","0","30",,,,
"799","Sequence",,"1","10",,"144","1","7","0","60",,,,
"800","Carcata",,"2","4","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiox6rk1-T2AhVJUhoKHW69AygQFnoECAcQAQ&url=https%3A%2F%2Fcdn.1j1ju.com%2Fmedias%2F4f%2F68%2F99-carcata-regle.pdf&usg=AOvVaw3zXILq0oEgT7FssyznswWq","144","1","8","0","60",,,,
"801","Picto Rush",,"3","8",,"144","1","10","0","30",,,,
"802","Hasajo",,"0","0",,"144","1","0","1","0",,,,
"803","Rainbow Pirates",,"2","5",,"144","1","7","1","60",,,,
"804","Sheep 7",,"2","4",,"144","1","6","0","30",,,,
"805","Esquissé",,"4","8","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiN4_vt2OT2AhWo4IUKHZp4CygQFnoECAkQAQ&url=https%3A%2F%2Fludos.brussels%2Fludo-cocof%2Fopac_css%2Fdoc_num.php%3Fexplnum_id%3D1067&usg=AOvVaw22Ancrl9_4brszRbQd32bC","144","1","8","0","60",,,,
"806","Calico",,"1","4","https://luckyduckgames.com/file/download","175","1","13","0","60",,,,
"807","Les Petites Bourgades",,"1","6",,"175","1","10","0","60",,,,
"808","Dix",,"1","5","https://luckyduckgames.com/fr/games/242-dix","175","1","10","0","30",,,,
"809","Mandala Stones",,"2","4","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5133","175","1","10","0","60",,,,
"810","Push",,"2","6","https://www.didacto.com/index.php?controller=attachment&id_attachment=2597","161","1","8","0","30",,,,
"811","Miam Miaou",,"2","4","https://ravensburger.fr/spielanleitungen/ecm/Spielanleitungen/20818_Miam_Miaou_00.pdf?ossl=pds_text_Spielanleitung","161","1","3","0","15",,,,
"812","Jurassic Park",,"2","5","https://ravensburger.fr/spielanleitungen/ecm/Spielanleitungen/26984_Jurassic%20Park%20Danger.pdf?ossl=pds_text_Spielanleitung","161","1","10","0","60",,,,
"813","Echoes la Danseuse",,"1","6","https://ravensburger.fr/spielanleitungen/ecm/Spielanleitungen/20664_Echoes%20la%20Danseuse.pdf?ossl=pds_text_Spielanleitung","161","1","14","0","60",,,,
"814","Petits Peuples","Rémi Saunier, Nathalie Saunier","2","4","https://studiobombyx.com/assets/PETITSPEUPLES_rulebook_FR.pdf","139","3","10","0","45","Nature","Petits Peuples est un jeu de construction avec objectifs secrets dans lequel vous allez bâtir une cité dans un des territoires du jardin !","https://cdn2.philibertnet.com/514631-large_default/petits-peuples.jpg","https://videoregles.net/videoregle/petits-peuples"
"815","Lueur","Cédrick Chaboussit","2","4","https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=4823","139","6","10","0","45","Animaux, Fantastique","Lueur est un jeu de draft et de dés familial dans lequel vous incarnez des aventuriers en quête d'éclats de lumière pour restaurer le monde en y ajoutant de la couleur !","https://cdn2.philibertnet.com/490388-large_default/lueur.jpg","https://www.youtube.com/watch?v=q13d1FlcLYs"
"816","Nicodemus",,"2","2","https://studiobombyx.com/assets/NICODEMUS_rulebook_FR.pdf","139","3","14","0","45",,,,
"817","Codex Naturalis","Thomas Dupont","2","4","https://studiobombyx.com/assets/CODEX_Rulebook_SD_FR.pdf","139","1","7","0","25","Animaux, Sciences","Dans Codex Naturalis, vous êtes chargé de poursuivre le travail du moine enlumineur Tybor Kwelein. Assemblez les pages du Codex Naturalis, le manuscrit secret qui recense les espèces des quatre règnes vivants dans les forêts primaires.","https://cdn3.philibertnet.com/601606-large_default/codex-naturalis.jpg","https://www.youtube.com/watch?v=KFkdIg5eFm4&t=2s"
"818","Votre Pire Cauchemar",,"0","0",,"144","1","0","1","0",,,,
"819","Ctrl Global","Nicolas Brodu","2","5","http://okaluda.fr/ctrl-global-le-jeu/","212","3","14","1","80",,"Dans CTRL GLOBAL, vous êtes à la tête d’une grande organisation et votre but est de faire grandir votre influence sur la population par tous les moyens… Prenez le contrôle des structures étatiques et militaires, des médias et des entreprises, de l’environnement et même… des croyances des gens ! N’hésitez surtout pas à piller les ressources de la planète ! En effet, elles vous permettront de jouer plus vite des effets plus puissants ! Attention toutefois, il est probable que la société civile se rendre compte de vos agissements et qu’elle décide de réagir… Sachez donc rester discret, plus discret que les autres joueurs, pour asseoir et accroître votre influence…","https://okaluda.fr/wp-content/uploads/2020/07/controle-global-Oka-Luda.jpg",
"820","Aurignac","Loïc Lamy","1","5","https://www.gigamic.com/files/catalog/products/rules/aurignac-rules-web.pdf","212","6","12","0","90","Préhistoire","Aurignac est un jeu asymétrique, dans lequel vous dirigez un clan de Néandertaliens ou d’Homo-Sapiens. Une mécanique de deck building pour Sapiens, De placement d’ouvriers pour Neandertal et de Gestion de main pour Mère-Nature.","https://www.gigamic.com/files/catalog/products/images/product/oka-luda-aurignac-boite-3d-web.webp","https://www.youtube.com/watch?v=WjkVicTWEcI"
"821","PATOU'CHE... à mes moutons !",,"3","5","http://okaluda.fr/download/patouche-regles-fr/?wpdmdl=3298&refresh=623b85a2405db1648068002","212","1","7","0","15",,,,
"822","Doudou",,"1","4","http://okaluda.fr/download/doudou-regles-fr/?wpdmdl=2469&refresh=623b85ff2f81e1648068095","212","1","3","0","5",,,,
"823","Phare Andole",,"1","4","http://okaluda.fr/download/regles-rules-fr-eng/?wpdmdl=2466&refresh=623b86492deeb1648068169","212","1","5","0","20",,,,
"824","Roi & Cie - A la Conquête de Nouveaux Territoires",,"2","4","https://cdn.haba.de/content/medias/manual/306402-wuerfelkoenig-spielanleitung-fr.pdf","123","1","8","0","45",,,,
"825","The Key - Meurtres au golf d'Oakdale",,"1","4","https://cdn.haba.de/content/medias/manual/305611-the-key-meurtres-au-golf-d'oakdale-regle-du-jeu-fr.pdf","123","1","8","0","15",,,,
"826","The Key – Sabotages à Lucky Lama Land",,"1","4","https://cdn.haba.de/content/medias/manual/305856-the-key-sabotages-a-lucky-lama-land-regle-du-jeu-fr.pdf","123","1","8","0","15",,,,
"827","Moonlight Heroes",,"2","4","https://cdn.haba.de/content/medias/manual/306482-mondscheinhelden-spielanleitung-6s.pdf","123","4","5","0","30",,,,
"828","Hérissons tourbillons",,"2","4","https://cdn.haba.de/content/medias/manual/305587-igelfreunde-auf-farbenfroher-blaettersuche-spielanleitung-6s.pdf","123","4","3","0","10",,,,
"829","Platypus",,"3","8",,"153","1","8","0","0",,,,
"830","Hidden Leaders",,"2","6","https://www.youtube.com/watch?v=1C8jnXezwXc","153","1","10","0","45",,,,
"831","Finger Guns",,"3","8",,"153","2","14","0","30",,,,
"832","Le tournoi de Camelot",,"3","6","https://www.origames.fr/download/2321/","155","1","14","0","30",,,,
"833","Village Pillage - A L'Abordage",,"2","5",,"155","1","10","0","30",,,,
"834","Empedocle",,"2","5","https://boardgamegeek.com/file/download_redirect/e704394026c4affcfb0cb305100d278d1891e68e41dea70b/empedocle_final_FR.pdf","256","1","10","0","30",,,,
"835","Mandalas","Alexis Suard","2","3","https://www.poptalks.com/wp-content/uploads/2022/12/livret_regles_mandalas_FR_EN_v17.pdf","256","6","10","0","30","Abstrait, Mandalas","Vous êtes des maîtres mandalas qui cherchent à influencer des élèves voulant améliorer leur maîtrise dans le choix des couleurs utilisées pour peindre leur mandalas, selon les couleurs que vous jugez importantes. ","https://www.poptalks.com/wp-content/uploads/2022/09/Mise-en-page-couverture_Mandalas-1-1-1024x731.png",
"836","Ray-Z",,"0","0",,"256","1","0","0","0",,,,
